,item,date,sales
3362,13,2017-09,5785
3363,13,2017-10,6110
3364,13,2017-11,6057
3365,13,2017-12,6089
3366,13,2017-13,6353
3367,13,2017-14,6919
3368,13,2017-15,7000
3369,13,2017-16,7105
3370,13,2017-17,7023
3371,13,2017-18,7619
3372,13,2017-19,7604
3373,13,2017-20,7486
3374,13,2017-21,7522
3375,13,2017-22,7852
3376,13,2017-23,7764
3377,13,2017-24,8004
3378,13,2017-25,8046
3379,13,2017-26,8213
3380,13,2017-27,8460
3381,13,2017-28,8503
3382,13,2017-29,8567
3383,13,2017-30,8396
3384,13,2017-31,7721
3385,13,2017-32,7693
3386,13,2017-33,7425
3387,13,2017-34,7510
3388,13,2017-35,7354
3389,13,2017-36,7011
3390,13,2017-37,6989
3391,13,2017-38,7089
3392,13,2017-39,6958
3393,13,2017-40,6475
3394,13,2017-41,6560
3395,13,2017-42,6520
3396,13,2017-43,6479
3397,13,2017-44,6797
3398,13,2017-45,7048
3399,13,2017-46,6835
3400,13,2017-47,6969
3401,13,2017-48,5989
3402,13,2017-49,4987
3403,13,2017-50,5045
3404,13,2017-51,4988
3405,13,2017-52,5863
3406,14,2013-01,2803
3407,14,2013-02,2374
3408,14,2013-03,2337
3409,14,2013-04,2329
3410,14,2013-05,2433
3411,14,2013-06,2621
3412,14,2013-07,2613
3413,14,2013-08,2615
3414,14,2013-09,2758
3415,14,2013-10,3040
3416,14,2013-11,3042
3417,14,2013-12,3080
3418,14,2013-13,3071
3419,14,2013-14,3690
3420,14,2013-15,3627
3421,14,2013-16,3616
3422,14,2013-17,3652
3423,14,2013-18,3816
3424,14,2013-19,3863
3425,14,2013-20,3929
3426,14,2013-21,3757
3427,14,2013-22,3968
3428,14,2013-23,4030
3429,14,2013-24,4117
3430,14,2013-25,4037
3431,14,2013-26,4134
3432,14,2013-27,4447
3433,14,2013-28,4487
3434,14,2013-29,4422
3435,14,2013-30,4486
3436,14,2013-31,4054
3437,14,2013-32,3832
3438,14,2013-33,3933
3439,14,2013-34,3836
3440,14,2013-35,3878
3441,14,2013-36,3596
3442,14,2013-37,3571
3443,14,2013-38,3627
3444,14,2013-39,3541
3445,14,2013-40,3436
3446,14,2013-41,3453
3447,14,2013-42,3360
3448,14,2013-43,3290
3449,14,2013-44,3504
3450,14,2013-45,3567
3451,14,2013-46,3512
3452,14,2013-47,3569
3453,14,2013-48,3414
3454,14,2013-49,2566
3455,14,2013-50,2662
3456,14,2013-51,2605
3457,14,2013-52,2521
3458,14,2014-01,3084
3459,14,2014-02,2725
3460,14,2014-03,2627
3461,14,2014-04,2621
3462,14,2014-05,2820
3463,14,2014-06,3079
3464,14,2014-07,3032
3465,14,2014-08,2979
3466,14,2014-09,3161
3467,14,2014-10,3601
3468,14,2014-11,3641
3469,14,2014-12,3377
3470,14,2014-13,3623
3471,14,2014-14,4112
3472,14,2014-15,4153
3473,14,2014-16,4123
3474,14,2014-17,4317
3475,14,2014-18,4413
3476,14,2014-19,4528
3477,14,2014-20,4482
3478,14,2014-21,4421
3479,14,2014-22,4564
3480,14,2014-23,4774
3481,14,2014-24,4724
3482,14,2014-25,4718
3483,14,2014-26,4669
3484,14,2014-27,5010
3485,14,2014-28,4994
3486,14,2014-29,5024
3487,14,2014-30,4991
3488,14,2014-31,4646
3489,14,2014-32,4422
3490,14,2014-33,4489
3491,14,2014-34,4355
3492,14,2014-35,4370
3493,14,2014-36,4061
3494,14,2014-37,4070
3495,14,2014-38,4175
3496,14,2014-39,4110
3497,14,2014-40,3907
3498,14,2014-41,3880
3499,14,2014-42,3742
3500,14,2014-43,3831
3501,14,2014-44,4011
3502,14,2014-45,4139
3503,14,2014-46,4029
3504,14,2014-47,4118
3505,14,2014-48,4211
3506,14,2014-49,2972
3507,14,2014-50,2983
3508,14,2014-51,2897
3509,14,2014-52,2844
3510,14,2015-01,1742
3511,14,2015-02,2895
3512,14,2015-03,2793
3513,14,2015-04,2874
3514,14,2015-05,2813
3515,14,2015-06,3182
3516,14,2015-07,3072
3517,14,2015-08,3183
3518,14,2015-09,3207
3519,14,2015-10,3636
3520,14,2015-11,3674
3521,14,2015-12,3709
3522,14,2015-13,3756
3523,14,2015-14,4253
3524,14,2015-15,4277
3525,14,2015-16,4283
3526,14,2015-17,4418
3527,14,2015-18,4477
3528,14,2015-19,4564
3529,14,2015-20,4645
3530,14,2015-21,4658
3531,14,2015-22,4614
3532,14,2015-23,4936
3533,14,2015-24,4974
3534,14,2015-25,4972
3535,14,2015-26,4893
3536,14,2015-27,5203
3537,14,2015-28,5255
3538,14,2015-29,5222
3539,14,2015-30,5356
3540,14,2015-31,5045
3541,14,2015-32,4564
3542,14,2015-33,4449
3543,14,2015-34,4791
3544,14,2015-35,4764
3545,14,2015-36,4275
3546,14,2015-37,4279
3547,14,2015-38,4319
3548,14,2015-39,4370
3549,14,2015-40,4040
3550,14,2015-41,4024
3551,14,2015-42,3978
3552,14,2015-43,4015
3553,14,2015-44,4062
3554,14,2015-45,4405
3555,14,2015-46,4341
3556,14,2015-47,4431
3557,14,2015-48,4299
3558,14,2015-49,3255
3559,14,2015-50,3210
3560,14,2015-51,3142
3561,14,2015-52,3161
3562,14,2015-53,1605
3563,14,2016-01,3010
3564,14,2016-02,3005
3565,14,2016-03,3093
3566,14,2016-04,3067
3567,14,2016-05,3389
3568,14,2016-06,3437
3569,14,2016-07,3332
3570,14,2016-08,3402
3571,14,2016-09,3944
3572,14,2016-10,4104
3573,14,2016-11,4002
3574,14,2016-12,4061
3575,14,2016-13,4296
3576,14,2016-14,4749
3577,14,2016-15,4755
3578,14,2016-16,4606
3579,14,2016-17,4847
3580,14,2016-18,5024
3581,14,2016-19,4787
3582,14,2016-20,5129
3583,14,2016-21,5140
3584,14,2016-22,5228
3585,14,2016-23,5554
3586,14,2016-24,5457
3587,14,2016-25,5406
3588,14,2016-26,5426
3589,14,2016-27,5620
3590,14,2016-28,5657
3591,14,2016-29,5701
3592,14,2016-30,5726
3593,14,2016-31,5104
3594,14,2016-32,5028
3595,14,2016-33,5075
3596,14,2016-34,4946
3597,14,2016-35,4888
3598,14,2016-36,4801
3599,14,2016-37,4723
3600,14,2016-38,4578
3601,14,2016-39,4576
3602,14,2016-40,4341
3603,14,2016-41,4485
3604,14,2016-42,4408
3605,14,2016-43,4261
3606,14,2016-44,4560
3607,14,2016-45,4666
3608,14,2016-46,4752
3609,14,2016-47,4615
3610,14,2016-48,3842
3611,14,2016-49,3260
3612,14,2016-50,3458
3613,14,2016-51,3352
3614,14,2016-52,2795
3615,14,2016-53,1411
3616,14,2017-01,3131
3617,14,2017-02,3176
3618,14,2017-03,3118
3619,14,2017-04,3150
3620,14,2017-05,3479
3621,14,2017-06,3422
3622,14,2017-07,3537
3623,14,2017-08,3417
3624,14,2017-09,4061
3625,14,2017-10,4065
3626,14,2017-11,4173
3627,14,2017-12,4298
3628,14,2017-13,4245
3629,14,2017-14,4966
3630,14,2017-15,4843
3631,14,2017-16,4828
3632,14,2017-17,4835
3633,14,2017-18,5276
3634,14,2017-19,5165
3635,14,2017-20,5236
3636,14,2017-21,5198
3637,14,2017-22,5544
3638,14,2017-23,5631
3639,14,2017-24,5476
3640,14,2017-25,5562
3641,14,2017-26,5665
3642,14,2017-27,5980
3643,14,2017-28,5870
3644,14,2017-29,5959
3645,14,2017-30,5794
3646,14,2017-31,5365
3647,14,2017-32,5128
3648,14,2017-33,5233
3649,14,2017-34,5238
3650,14,2017-35,4994
3651,14,2017-36,4911
3652,14,2017-37,4881
3653,14,2017-38,4802
3654,14,2017-39,4851
3655,14,2017-40,4607
3656,14,2017-41,4492
3657,14,2017-42,4602
3658,14,2017-43,4445
3659,14,2017-44,4818
3660,14,2017-45,4901
3661,14,2017-46,4922
3662,14,2017-47,5007
3663,14,2017-48,4289
3664,14,2017-49,3547
3665,14,2017-50,3458
3666,14,2017-51,3488
3667,14,2017-52,4043
3668,15,2013-01,4027
3669,15,2013-02,3519
3670,15,2013-03,3442
3671,15,2013-04,3491
3672,15,2013-05,3733
3673,15,2013-06,3882
3674,15,2013-07,3948
3675,15,2013-08,3819
3676,15,2013-09,4349
3677,15,2013-10,4555
3678,15,2013-11,4505
3679,15,2013-12,4636
3680,15,2013-13,4729
3681,15,2013-14,5303
3682,15,2013-15,5448
3683,15,2013-16,5396
3684,15,2013-17,5473
3685,15,2013-18,5776
3686,15,2013-19,5762
3687,15,2013-20,5800
3688,15,2013-21,5778
3689,15,2013-22,5931
3690,15,2013-23,6140
3691,15,2013-24,6275
3692,15,2013-25,6075
3693,15,2013-26,6268
3694,15,2013-27,6514
3695,15,2013-28,6664
3696,15,2013-29,6593
3697,15,2013-30,6433
3698,15,2013-31,6102
3699,15,2013-32,5908
3700,15,2013-33,5873
3701,15,2013-34,5836
3702,15,2013-35,5733
3703,15,2013-36,5287
3704,15,2013-37,5363
3705,15,2013-38,5697
3706,15,2013-39,5304
3707,15,2013-40,5048
3708,15,2013-41,5121
3709,15,2013-42,5019
3710,15,2013-43,4918
3711,15,2013-44,5251
3712,15,2013-45,5203
3713,15,2013-46,5341
3714,15,2013-47,5450
3715,15,2013-48,5230
3716,15,2013-49,3845
3717,15,2013-50,3972
3718,15,2013-51,3880
3719,15,2013-52,3884
3720,15,2014-01,4704
3721,15,2014-02,3954
3722,15,2014-03,4024
3723,15,2014-04,3932
3724,15,2014-05,4218
3725,15,2014-06,4538
3726,15,2014-07,4449
3727,15,2014-08,4452
3728,15,2014-09,4704
3729,15,2014-10,5310
3730,15,2014-11,5404
3731,15,2014-12,5376
3732,15,2014-13,5357
3733,15,2014-14,6098
3734,15,2014-15,6244
3735,15,2014-16,6305
3736,15,2014-17,6275
3737,15,2014-18,6479
3738,15,2014-19,6636
3739,15,2014-20,6828
3740,15,2014-21,6681
3741,15,2014-22,6774
3742,15,2014-23,7040
3743,15,2014-24,7105
3744,15,2014-25,7027
3745,15,2014-26,7207
3746,15,2014-27,7525
3747,15,2014-28,7520
3748,15,2014-29,7420
3749,15,2014-30,7658
3750,15,2014-31,7230
3751,15,2014-32,6646
3752,15,2014-33,6679
3753,15,2014-34,6721
3754,15,2014-35,6751
3755,15,2014-36,6312
3756,15,2014-37,6220
3757,15,2014-38,6325
3758,15,2014-39,6296
3759,15,2014-40,5846
3760,15,2014-41,5778
3761,15,2014-42,5767
3762,15,2014-43,5823
3763,15,2014-44,5869
3764,15,2014-45,6235
3765,15,2014-46,6256
3766,15,2014-47,6221
3767,15,2014-48,6153
3768,15,2014-49,4459
3769,15,2014-50,4350
3770,15,2014-51,4450
3771,15,2014-52,4467
3772,15,2015-01,2606
3773,15,2015-02,4276
3774,15,2015-03,4329
3775,15,2015-04,4138
3776,15,2015-05,4299
3777,15,2015-06,4537
3778,15,2015-07,4631
3779,15,2015-08,4625
3780,15,2015-09,4726
3781,15,2015-10,5755
3782,15,2015-11,5589
3783,15,2015-12,5629
3784,15,2015-13,5709
3785,15,2015-14,6321
3786,15,2015-15,6263
3787,15,2015-16,6542
3788,15,2015-17,6479
3789,15,2015-18,6745
3790,15,2015-19,7012
3791,15,2015-20,7132
3792,15,2015-21,7118
3793,15,2015-22,6904
3794,15,2015-23,7566
3795,15,2015-24,7361
3796,15,2015-25,7275
3797,15,2015-26,7497
3798,15,2015-27,7832
3799,15,2015-28,7893
3800,15,2015-29,7875
3801,15,2015-30,7907
3802,15,2015-31,7455
3803,15,2015-32,6747
3804,15,2015-33,6939
3805,15,2015-34,7062
3806,15,2015-35,7012
3807,15,2015-36,6614
3808,15,2015-37,6548
3809,15,2015-38,6491
3810,15,2015-39,6564
3811,15,2015-40,6194
3812,15,2015-41,6006
3813,15,2015-42,6050
3814,15,2015-43,6106
3815,15,2015-44,6210
3816,15,2015-45,6481
3817,15,2015-46,6470
3818,15,2015-47,6504
3819,15,2015-48,6539
3820,15,2015-49,4854
3821,15,2015-50,4581
3822,15,2015-51,4483
3823,15,2015-52,4619
3824,15,2015-53,2369
3825,15,2016-01,4500
3826,15,2016-02,4515
3827,15,2016-03,4605
3828,15,2016-04,4566
3829,15,2016-05,4921
3830,15,2016-06,4955
3831,15,2016-07,5083
3832,15,2016-08,4950
3833,15,2016-09,6029
3834,15,2016-10,5998
3835,15,2016-11,6082
3836,15,2016-12,6149
3837,15,2016-13,6469
3838,15,2016-14,7084
3839,15,2016-15,7245
3840,15,2016-16,6996
3841,15,2016-17,7157
3842,15,2016-18,7518
3843,15,2016-19,7527
3844,15,2016-20,7585
3845,15,2016-21,7555
3846,15,2016-22,7895
3847,15,2016-23,8018
3848,15,2016-24,7941
3849,15,2016-25,8079
3850,15,2016-26,8247
3851,15,2016-27,8589
3852,15,2016-28,8599
3853,15,2016-29,8586
3854,15,2016-30,8644
3855,15,2016-31,7703
3856,15,2016-32,7335
3857,15,2016-33,7468
3858,15,2016-34,7478
3859,15,2016-35,7089
3860,15,2016-36,7079
3861,15,2016-37,7045
3862,15,2016-38,7144
3863,15,2016-39,6901
3864,15,2016-40,6520
3865,15,2016-41,6586
3866,15,2016-42,6647
3867,15,2016-43,6433
3868,15,2016-44,7007
3869,15,2016-45,7075
3870,15,2016-46,7089
3871,15,2016-47,6992
3872,15,2016-48,5730
3873,15,2016-49,4904
3874,15,2016-50,5014
3875,15,2016-51,5053
3876,15,2016-52,4123
3877,15,2016-53,2258
3878,15,2017-01,4892
3879,15,2017-02,4757
3880,15,2017-03,4707
3881,15,2017-04,4699
3882,15,2017-05,5172
3883,15,2017-06,5195
3884,15,2017-07,5254
3885,15,2017-08,5164
3886,15,2017-09,6010
3887,15,2017-10,6264
3888,15,2017-11,6303
3889,15,2017-12,6136
3890,15,2017-13,6524
3891,15,2017-14,7258
3892,15,2017-15,7395
3893,15,2017-16,7299
3894,15,2017-17,7328
3895,15,2017-18,7745
3896,15,2017-19,7839
3897,15,2017-20,7787
3898,15,2017-21,7851
3899,15,2017-22,8016
3900,15,2017-23,8365
3901,15,2017-24,8387
3902,15,2017-25,8414
3903,15,2017-26,8671
3904,15,2017-27,8838
3905,15,2017-28,8777
3906,15,2017-29,9090
3907,15,2017-30,8696
3908,15,2017-31,8127
3909,15,2017-32,7790
3910,15,2017-33,7859
3911,15,2017-34,7820
3912,15,2017-35,7528
3913,15,2017-36,7276
3914,15,2017-37,7333
3915,15,2017-38,7356
3916,15,2017-39,7017
3917,15,2017-40,6828
3918,15,2017-41,6806
3919,15,2017-42,6836
3920,15,2017-43,6864
3921,15,2017-44,7210
3922,15,2017-45,7379
3923,15,2017-46,7497
3924,15,2017-47,7173
3925,15,2017-48,6338
3926,15,2017-49,5292
3927,15,2017-50,5251
3928,15,2017-51,5247
3929,15,2017-52,5926
3930,16,2013-01,1138
3931,16,2013-02,928
3932,16,2013-03,1014
3933,16,2013-04,1009
3934,16,2013-05,1063
3935,16,2013-06,1156
3936,16,2013-07,1197
3937,16,2013-08,1152
3938,16,2013-09,1196
3939,16,2013-10,1363
3940,16,2013-11,1373
3941,16,2013-12,1382
3942,16,2013-13,1312
3943,16,2013-14,1558
3944,16,2013-15,1614
3945,16,2013-16,1582
3946,16,2013-17,1626
3947,16,2013-18,1688
3948,16,2013-19,1684
3949,16,2013-20,1750
3950,16,2013-21,1788
3951,16,2013-22,1754
3952,16,2013-23,1740
3953,16,2013-24,1781
3954,16,2013-25,1830
3955,16,2013-26,1805
3956,16,2013-27,1902
3957,16,2013-28,1946
3958,16,2013-29,1992
3959,16,2013-30,1958
3960,16,2013-31,1755
3961,16,2013-32,1633
3962,16,2013-33,1727
3963,16,2013-34,1632
3964,16,2013-35,1644
3965,16,2013-36,1607
3966,16,2013-37,1593
3967,16,2013-38,1548
3968,16,2013-39,1546
3969,16,2013-40,1487
3970,16,2013-41,1480
3971,16,2013-42,1467
3972,16,2013-43,1435
3973,16,2013-44,1482
3974,16,2013-45,1527
3975,16,2013-46,1559
3976,16,2013-47,1521
3977,16,2013-48,1503
3978,16,2013-49,1145
3979,16,2013-50,1112
3980,16,2013-51,1158
3981,16,2013-52,1163
3982,16,2014-01,1407
3983,16,2014-02,1134
3984,16,2014-03,1219
3985,16,2014-04,1152
3986,16,2014-05,1173
3987,16,2014-06,1344
3988,16,2014-07,1211
3989,16,2014-08,1384
3990,16,2014-09,1406
3991,16,2014-10,1581
3992,16,2014-11,1524
3993,16,2014-12,1632
3994,16,2014-13,1582
3995,16,2014-14,1788
3996,16,2014-15,1728
3997,16,2014-16,1822
3998,16,2014-17,1857
3999,16,2014-18,1967
4000,16,2014-19,1960
4001,16,2014-20,2014
4002,16,2014-21,1938
4003,16,2014-22,1980
4004,16,2014-23,2011
4005,16,2014-24,2105
4006,16,2014-25,2021
4007,16,2014-26,2107
4008,16,2014-27,2212
4009,16,2014-28,2143
4010,16,2014-29,2194
4011,16,2014-30,2116
4012,16,2014-31,2042
4013,16,2014-32,1940
4014,16,2014-33,1925
4015,16,2014-34,1870
4016,16,2014-35,2017
4017,16,2014-36,1803
4018,16,2014-37,1802
4019,16,2014-38,1785
4020,16,2014-39,1827
4021,16,2014-40,1735
4022,16,2014-41,1641
4023,16,2014-42,1686
4024,16,2014-43,1656
4025,16,2014-44,1724
4026,16,2014-45,1773
4027,16,2014-46,1841
4028,16,2014-47,1860
4029,16,2014-48,1789
4030,16,2014-49,1300
4031,16,2014-50,1305
4032,16,2014-51,1307
4033,16,2014-52,1295
4034,16,2015-01,746
4035,16,2015-02,1208
4036,16,2015-03,1256
4037,16,2015-04,1222
4038,16,2015-05,1282
4039,16,2015-06,1371
4040,16,2015-07,1377
4041,16,2015-08,1340
4042,16,2015-09,1373
4043,16,2015-10,1614
4044,16,2015-11,1567
4045,16,2015-12,1500
4046,16,2015-13,1641
4047,16,2015-14,1876
4048,16,2015-15,1933
4049,16,2015-16,1903
4050,16,2015-17,1855
4051,16,2015-18,2009
4052,16,2015-19,1971
4053,16,2015-20,2044
4054,16,2015-21,2069
4055,16,2015-22,2051
4056,16,2015-23,2283
4057,16,2015-24,2122
4058,16,2015-25,2176
4059,16,2015-26,2154
4060,16,2015-27,2259
4061,16,2015-28,2266
4062,16,2015-29,2301
4063,16,2015-30,2328
4064,16,2015-31,2304
4065,16,2015-32,2075
4066,16,2015-33,2048
4067,16,2015-34,2105
4068,16,2015-35,1993
4069,16,2015-36,1912
4070,16,2015-37,1898
4071,16,2015-38,1879
4072,16,2015-39,1933
4073,16,2015-40,1782
4074,16,2015-41,1787
4075,16,2015-42,1759
4076,16,2015-43,1769
4077,16,2015-44,1834
4078,16,2015-45,1859
4079,16,2015-46,1885
4080,16,2015-47,1949
4081,16,2015-48,1791
4082,16,2015-49,1407
4083,16,2015-50,1314
4084,16,2015-51,1393
4085,16,2015-52,1347
4086,16,2015-53,670
4087,16,2016-01,1285
4088,16,2016-02,1268
4089,16,2016-03,1278
4090,16,2016-04,1320
4091,16,2016-05,1409
4092,16,2016-06,1468
4093,16,2016-07,1476
4094,16,2016-08,1442
4095,16,2016-09,1734
4096,16,2016-10,1759
4097,16,2016-11,1761
4098,16,2016-12,1797
4099,16,2016-13,1915
4100,16,2016-14,2056
4101,16,2016-15,2033
4102,16,2016-16,2091
4103,16,2016-17,2037
4104,16,2016-18,2242
4105,16,2016-19,2249
4106,16,2016-20,2192
4107,16,2016-21,2194
4108,16,2016-22,2282
4109,16,2016-23,2354
4110,16,2016-24,2307
4111,16,2016-25,2400
4112,16,2016-26,2410
4113,16,2016-27,2441
4114,16,2016-28,2521
4115,16,2016-29,2552
4116,16,2016-30,2485
4117,16,2016-31,2219
4118,16,2016-32,2130
4119,16,2016-33,2199
4120,16,2016-34,2106
4121,16,2016-35,2156
4122,16,2016-36,2105
4123,16,2016-37,2059
4124,16,2016-38,2002
4125,16,2016-39,2060
4126,16,2016-40,1930
4127,16,2016-41,1886
4128,16,2016-42,1979
4129,16,2016-43,1894
4130,16,2016-44,1975
4131,16,2016-45,2044
4132,16,2016-46,2103
4133,16,2016-47,2056
4134,16,2016-48,1637
4135,16,2016-49,1474
4136,16,2016-50,1528
4137,16,2016-51,1463
4138,16,2016-52,1192
4139,16,2016-53,628
4140,16,2017-01,1334
4141,16,2017-02,1403
4142,16,2017-03,1440
4143,16,2017-04,1383
4144,16,2017-05,1482
4145,16,2017-06,1601
4146,16,2017-07,1580
4147,16,2017-08,1516
4148,16,2017-09,1831
4149,16,2017-10,1832
4150,16,2017-11,1835
4151,16,2017-12,1882
4152,16,2017-13,1964
4153,16,2017-14,2043
4154,16,2017-15,2095
4155,16,2017-16,2148
4156,16,2017-17,2126
4157,16,2017-18,2344
4158,16,2017-19,2273
4159,16,2017-20,2338
4160,16,2017-21,2226
4161,16,2017-22,2313
4162,16,2017-23,2413
4163,16,2017-24,2354
4164,16,2017-25,2435
4165,16,2017-26,2524
4166,16,2017-27,2610
4167,16,2017-28,2658
4168,16,2017-29,2605
4169,16,2017-30,2576
4170,16,2017-31,2315
4171,16,2017-32,2311
4172,16,2017-33,2257
4173,16,2017-34,2290
4174,16,2017-35,2228
4175,16,2017-36,2168
4176,16,2017-37,2153
4177,16,2017-38,2154
4178,16,2017-39,2045
4179,16,2017-40,1985
4180,16,2017-41,1935
4181,16,2017-42,1992
4182,16,2017-43,1974
4183,16,2017-44,2102
4184,16,2017-45,2174
4185,16,2017-46,2090
4186,16,2017-47,2136
4187,16,2017-48,1862
4188,16,2017-49,1474
4189,16,2017-50,1485
4190,16,2017-51,1503
4191,16,2017-52,1670
4192,17,2013-01,1485
4193,17,2013-02,1303
4194,17,2013-03,1312
4195,17,2013-04,1323
4196,17,2013-05,1394
4197,17,2013-06,1378
4198,17,2013-07,1490
4199,17,2013-08,1390
4200,17,2013-09,1566
4201,17,2013-10,1736
4202,17,2013-11,1792
4203,17,2013-12,1748
4204,17,2013-13,1795
4205,17,2013-14,2014
4206,17,2013-15,2032
4207,17,2013-16,2037
4208,17,2013-17,2054
4209,17,2013-18,2150
4210,17,2013-19,2275
4211,17,2013-20,2134
4212,17,2013-21,2226
4213,17,2013-22,2206
4214,17,2013-23,2377
4215,17,2013-24,2326
4216,17,2013-25,2373
4217,17,2013-26,2395
4218,17,2013-27,2480
4219,17,2013-28,2486
4220,17,2013-29,2402
4221,17,2013-30,2522
4222,17,2013-31,2315
4223,17,2013-32,2200
4224,17,2013-33,2135
4225,17,2013-34,2216
4226,17,2013-35,2160
4227,17,2013-36,2144
4228,17,2013-37,2061
4229,17,2013-38,2108
4230,17,2013-39,2098
4231,17,2013-40,1821
4232,17,2013-41,1926
4233,17,2013-42,1878
4234,17,2013-43,1868
4235,17,2013-44,1980
4236,17,2013-45,1975
4237,17,2013-46,2070
4238,17,2013-47,1927
4239,17,2013-48,1913
4240,17,2013-49,1428
4241,17,2013-50,1424
4242,17,2013-51,1433
4243,17,2013-52,1437
4244,17,2014-01,1768
4245,17,2014-02,1529
4246,17,2014-03,1498
4247,17,2014-04,1507
4248,17,2014-05,1586
4249,17,2014-06,1669
4250,17,2014-07,1637
4251,17,2014-08,1595
4252,17,2014-09,1725
4253,17,2014-10,1983
4254,17,2014-11,1958
4255,17,2014-12,1979
4256,17,2014-13,1882
4257,17,2014-14,2268
4258,17,2014-15,2370
4259,17,2014-16,2345
4260,17,2014-17,2326
4261,17,2014-18,2512
4262,17,2014-19,2427
4263,17,2014-20,2589
4264,17,2014-21,2512
4265,17,2014-22,2560
4266,17,2014-23,2717
4267,17,2014-24,2653
4268,17,2014-25,2716
4269,17,2014-26,2719
4270,17,2014-27,2798
4271,17,2014-28,2824
4272,17,2014-29,2770
4273,17,2014-30,2908
4274,17,2014-31,2669
4275,17,2014-32,2600
4276,17,2014-33,2466
4277,17,2014-34,2576
4278,17,2014-35,2545
4279,17,2014-36,2304
4280,17,2014-37,2418
4281,17,2014-38,2410
4282,17,2014-39,2357
4283,17,2014-40,2154
4284,17,2014-41,2223
4285,17,2014-42,2110
4286,17,2014-43,2144
4287,17,2014-44,2218
4288,17,2014-45,2228
4289,17,2014-46,2414
4290,17,2014-47,2228
4291,17,2014-48,2351
4292,17,2014-49,1639
4293,17,2014-50,1674
4294,17,2014-51,1670
4295,17,2014-52,1715
4296,17,2015-01,955
4297,17,2015-02,1521
4298,17,2015-03,1578
4299,17,2015-04,1540
4300,17,2015-05,1580
4301,17,2015-06,1771
4302,17,2015-07,1832
4303,17,2015-08,1767
4304,17,2015-09,1890
4305,17,2015-10,2057
4306,17,2015-11,2060
4307,17,2015-12,2116
4308,17,2015-13,2075
4309,17,2015-14,2264
4310,17,2015-15,2533
4311,17,2015-16,2399
4312,17,2015-17,2448
4313,17,2015-18,2519
4314,17,2015-19,2543
4315,17,2015-20,2570
4316,17,2015-21,2619
4317,17,2015-22,2517
4318,17,2015-23,2710
4319,17,2015-24,2779
4320,17,2015-25,2703
4321,17,2015-26,2675
4322,17,2015-27,2920
4323,17,2015-28,2994
4324,17,2015-29,2935
4325,17,2015-30,2914
4326,17,2015-31,2860
4327,17,2015-32,2691
4328,17,2015-33,2638
4329,17,2015-34,2604
4330,17,2015-35,2636
4331,17,2015-36,2475
4332,17,2015-37,2487
4333,17,2015-38,2440
4334,17,2015-39,2435
4335,17,2015-40,2367
4336,17,2015-41,2248
4337,17,2015-42,2354
4338,17,2015-43,2240
4339,17,2015-44,2345
4340,17,2015-45,2372
4341,17,2015-46,2411
4342,17,2015-47,2432
4343,17,2015-48,2427
4344,17,2015-49,1819
4345,17,2015-50,1825
4346,17,2015-51,1731
4347,17,2015-52,1730
4348,17,2015-53,901
4349,17,2016-01,1701
4350,17,2016-02,1725
4351,17,2016-03,1708
4352,17,2016-04,1687
4353,17,2016-05,1891
4354,17,2016-06,1860
4355,17,2016-07,1880
4356,17,2016-08,1863
4357,17,2016-09,2192
4358,17,2016-10,2365
4359,17,2016-11,2279
4360,17,2016-12,2281
4361,17,2016-13,2476
4362,17,2016-14,2608
4363,17,2016-15,2667
4364,17,2016-16,2619
4365,17,2016-17,2650
4366,17,2016-18,2838
4367,17,2016-19,2829
4368,17,2016-20,2834
4369,17,2016-21,2839
4370,17,2016-22,2915
4371,17,2016-23,3062
4372,17,2016-24,2998
4373,17,2016-25,2960
4374,17,2016-26,3067
4375,17,2016-27,3260
4376,17,2016-28,3176
4377,17,2016-29,3210
4378,17,2016-30,3248
4379,17,2016-31,2943
4380,17,2016-32,2826
4381,17,2016-33,2929
4382,17,2016-34,2816
4383,17,2016-35,2768
4384,17,2016-36,2644
4385,17,2016-37,2628
4386,17,2016-38,2667
4387,17,2016-39,2669
4388,17,2016-40,2465
4389,17,2016-41,2471
4390,17,2016-42,2465
4391,17,2016-43,2490
4392,17,2016-44,2637
4393,17,2016-45,2634
4394,17,2016-46,2642
4395,17,2016-47,2571
4396,17,2016-48,2155
4397,17,2016-49,1884
4398,17,2016-50,1912
4399,17,2016-51,1887
4400,17,2016-52,1567
4401,17,2016-53,810
4402,17,2017-01,1810
4403,17,2017-02,1759
4404,17,2017-03,1759
4405,17,2017-04,1765
4406,17,2017-05,1819
4407,17,2017-06,1891
4408,17,2017-07,2020
4409,17,2017-08,2015
4410,17,2017-09,2186
4411,17,2017-10,2343
4412,17,2017-11,2348
4413,17,2017-12,2448
4414,17,2017-13,2495
4415,17,2017-14,2726
4416,17,2017-15,2677
4417,17,2017-16,2696
4418,17,2017-17,2752
4419,17,2017-18,2869
4420,17,2017-19,2903
4421,17,2017-20,2952
4422,17,2017-21,2905
4423,17,2017-22,3039
4424,17,2017-23,3045
4425,17,2017-24,3161
4426,17,2017-25,3136
4427,17,2017-26,3124
4428,17,2017-27,3272
4429,17,2017-28,3235
4430,17,2017-29,3440
4431,17,2017-30,3282
4432,17,2017-31,3104
4433,17,2017-32,2929
4434,17,2017-33,3006
4435,17,2017-34,2949
4436,17,2017-35,2802
4437,17,2017-36,2658
